gene ID,log2_foldChange,p_value,adjusted p_value,Protein ID,Locus Tag,Annotation,resolved_locus_tag,resolution_method
gene-H6G84_RS04170,0.755125985,0.000183036,0.000385801,WP_126147814.1,,MSMEG_0570 family nitrogen starvation response protein,,unresolved
gene-H6G84_RS11445,-0.296144024,0.215250245,0.26355366,WP_126147952.1,,hypothetical protein,,unresolved
gene-H6G84_RS08935,0.289348948,0.098298941,0.129853483,WP_126148152.1,,DUF4160 domain-containing protein,,unresolved
gene-H6G84_RS09340,-0.788599866,0.02070234,0.03133422,WP_126148198.1,,hypothetical protein,,unresolved
gene-H6G84_RS09345,-0.34865464,0.322340635,0.375752493,WP_126148199.1,,hypothetical protein,,unresolved
gene-H6G84_RS09355,0.397976573,0.358088211,0.413049119,WP_126148201.1,,hypothetical protein,,unresolved
gene-H6G84_RS03930,0.30794967,0.038340837,0.055333117,WP_152034137.1,,hypothetical protein,,unresolved
gene-H6G84_RS08100,-1.494681205,3.66046e-20,3.70052e-19,WP_152034138.1,,hypothetical protein,,unresolved
gene-H6G84_RS11450,1.385712732,1.18393e-14,7.71243e-14,WP_155813833.1,,hypothetical protein,,unresolved
gene-H6G84_RS11455,1.7865868,2.04715e-30,4.4953300000000004e-29,WP_155813835.1,,hypothetical protein,,unresolved
gene-H6G84_RS08125,-0.894278403,2.10422e-06,5.73468e-06,WP_155813853.1,,magnesium/cobalt transporter CorA,,unresolved
gene-H6G84_RS08230,-0.305368343,0.349381976,0.403793924,WP_155813855.1,,heterocyst frequency control protein PatD,,unresolved
gene-H6G84_RS08770,-1.68733153,1.06286e-07,3.40191e-07,WP_155813857.1,,hypothetical protein,,unresolved
gene-H6G84_RS09350,-0.761031001,0.092143474,0.12244661,WP_155813861.1,,hypothetical protein,,unresolved
gene-H6G84_RS09820,-2.162844193,1.09699e-15,7.77468e-15,WP_155813863.1,,hypothetical protein,,unresolved
gene-H6G84_RS12105,0.951488906,2.45577e-08,8.45983e-08,WP_155813866.1,,hypothetical protein,,unresolved
gene-H6G84_RS12600,1.757612005,2.69576e-13,1.54315e-12,WP_155813884.1,,hypothetical protein,,unresolved
gene-H6G84_RS05150,-2.851197189,2.08665e-54,2.0704199999999997e-52,WP_155813895.1,,hypothetical protein,,unresolved
gene-H6G84_RS05950,-1.100902973,0.000130443,0.000282502,WP_155813899.1,,hypothetical protein,,unresolved
gene-H6G84_RS06015,-3.284054743,2.15692e-43,1.07007e-41,WP_155813902.1,,hypothetical protein,,unresolved
gene-H6G84_RS06465,-2.950792787,1.96753e-37,6.67216e-36,WP_155813907.1,,hypothetical protein,,unresolved
gene-H6G84_RS07060,-0.265724565,0.085534464,0.11497583,WP_155813908.1,,glycosyltransferase,,unresolved
gene-H6G84_RS07925,-0.366841555,0.014050116,0.021960479,WP_155813911.1,,hypothetical protein,,unresolved
gene-H6G84_RS01385,-1.867374285,1.7047000000000001e-31,4.15172e-30,WP_155813915.1,,J domain-containing protein,,unresolved
gene-H6G84_RS01615,-0.276813971,0.132206409,0.170034071,WP_155813916.1,,hypothetical protein,,unresolved
gene-H6G84_RS01990,-0.840592127,0.001142651,0.002161838,WP_155813919.1,,hypothetical protein,,unresolved
gene-H6G84_RS02130,-0.595268692,0.006572444,0.010943181,WP_155813921.1,,hypothetical protein,,unresolved
gene-H6G84_RS02965,0.943670234,7.9676e-05,0.000176992,WP_155813927.1,,hypothetical protein,,unresolved
gene-H6G84_RS04205,-3.359836067,1.6502099999999999e-49,1.22803e-47,WP_155813930.1,,hypothetical protein,,unresolved
gene-H6G84_RS04680,-0.816121863,0.000627956,0.001230646,WP_155813933.1,,hypothetical protein,,unresolved
gene-H6G84_RS11135,0.478334406,0.046562072,0.065930122,WP_155813934.1,,hypothetical protein,,unresolved
gene-H6G84_RS11185,0.008432524,0.955804935,0.962632113,WP_155813945.1,,lipoyl synthase,,unresolved
gene-H6G84_RS05750,0.313084888,0.038843343,0.055916881,WP_155813972.1,,peptide chain release factor 2,,unresolved
gene-H6G84_RS12635,1.035702493,0.000143382,0.000308035,WP_155813977.1,,hypothetical protein,,unresolved
gene-H6G84_RS12425,-1.222174588,4.20155e-09,1.57426e-08,WP_155813978.1,,penicillin-binding protein 1A,,unresolved
gene-H6G84_RS12070,-3.74659684,1.81868e-29,4.0000000000000003e-28,WP_155813980.1,,hypothetical protein,,unresolved
gene-H6G84_RS04545,-0.813657992,0.000159334,0.000340124,WP_155813991.1,,hypothetical protein,,unresolved
gene-H6G84_RS00220,-1.735794419,1.68145e-21,1.85132e-20,WP_155814000.1,,diguanylate cyclase,,unresolved
gene-H6G84_RS11505,-0.17829499,0.518317445,0.570959061,WP_156141556.1,,hypothetical protein,,unresolved
gene-H6G84_RS09565,-0.477769732,0.21590746,0.264116934,WP_162010010.1,,hypothetical protein,,unresolved
gene-H6G84_RS02205,0.619060718,0.000403157,0.000814523,WP_162010013.1,,hypothetical protein,,unresolved
gene-H6G84_RS07550,-0.780416445,7.66858e-05,0.000171344,WP_162010026.1,,hypothetical protein,,unresolved
gene-H6G84_RS03920,0.310818329,0.057941614,0.080552975,WP_162010031.1,,cyclic nucleotide-binding domain-containing protein,,unresolved
gene-H6G84_RS11605,-0.32653093,0.074946508,0.102178979,WP_173282507.1,,hypothetical protein,,unresolved
gene-H6G84_RS08735,-0.732035332,5.98155e-05,0.000136148,WP_173282512.1,,photosystem I reaction center subunit IX,,unresolved
gene-H6G84_RS09885,-0.430537132,0.049679179,0.069827136,WP_173282518.1,,DUF370 domain-containing protein,,unresolved
gene-H6G84_RS12180,-1.90837719,5.1e-27,8.990000000000001e-26,WP_173282520.1,,hypothetical protein,,unresolved
gene-H6G84_RS13200,0.852273272,2.05169e-06,5.59724e-06,WP_173282526.1,,methyltransferase domain-containing protein,,unresolved
gene-H6G84_RS06925,0.171304603,0.322454267,0.375752493,WP_173282528.1,,hypothetical protein,,unresolved
gene-H6G84_RS03880,0.96540235,1.20093e-07,3.81196e-07,WP_173282536.1,,hypothetical protein,,unresolved
gene-H6G84_RS10970,-1.100990512,1.31826e-13,7.79605e-13,WP_173282540.1,,cysteine synthase A,,unresolved
gene-H6G84_RS08920,2.352424509,3.14494e-38,1.12337e-36,WP_173282542.1,,glutathione peroxidase,,unresolved
gene-H6G84_RS06555,-0.057732103,0.73966209,0.7743473,WP_173282562.1,,amino acid ABC transporter ATP-binding protein,,unresolved
gene-H6G84_RS06760,0.229880384,0.152355697,0.19329573,WP_173282566.1,,Maf-like protein,,unresolved
gene-H6G84_RS06860,-0.248047779,0.139717137,0.179006318,WP_173282570.1,,glutamine-hydrolyzing GMP synthase,,unresolved
gene-H6G84_RS02825,-0.153034626,0.347436312,0.402239361,WP_173282579.1,,glycosyltransferase family 4 protein,,unresolved
gene-H6G84_RS00985,0.100226503,0.547685943,0.599367092,WP_190528512.1,,PIN/TRAM domain-containing protein,,unresolved
gene-H6G84_RS03200,0.737631999,2.4265e-07,7.46337e-07,WP_190528513.1,,CTP synthase,,unresolved
gene-H6G84_RS03390,0.373316081,0.011469964,0.018345095,WP_190528534.1,,EamA family transporter,,unresolved
gene-H6G84_RS04640,0.072168872,0.718216183,0.754549473,WP_190528538.1,,K(+)-transporting ATPase subunit C,,unresolved
gene-H6G84_RS06305,2.045013797,1.79754e-21,1.9575599999999998e-20,WP_190528554.1,,ATP-dependent zinc metalloprotease FtsH3,,unresolved
gene-H6G84_RS08975,-1.103448943,0.000139548,0.000300522,WP_190528567.1,,type II toxin-antitoxin system prevent-host-death family antitoxin,,unresolved
gene-H6G84_RS13785,-0.514415136,0.000854702,0.001641396,WP_190528596.1,,hypothetical protein,,unresolved
gene-H6G84_RS02170,-1.496642785,1.04453e-11,5.21098e-11,WP_196794057.1,,hypothetical protein,,unresolved
gene-H6G84_RS06135,0.145724659,0.440625212,0.49431949,WP_196794062.1,,F0F1 ATP synthase subunit A,,unresolved
gene-H6G84_RS12875,2.683867636,1.9369e-34,5.46207e-33,WP_196794064.1,,AarF/ABC1/UbiB kinase family protein,,unresolved
gene-H6G84_RS04655,-0.500679785,0.017854311,0.027410717,WP_196794074.1,,potassium-transporting ATPase subunit KdpA,,unresolved
gene-H6G84_RS08755,-2.4309946,6.01727e-20,5.9704700000000005e-19,WP_197058178.1,,AAA-associated domain-containing protein,,unresolved
gene-H6G84_RS04805,-0.166193173,0.298922792,0.352006224,WP_199290529.1,,energy-coupling factor ABC transporter ATP-binding protein,,unresolved
gene-H6G84_RS03835,-0.113263299,0.517304656,0.570077817,WP_199290533.1,,GuaB3 family IMP dehydrogenase-related protein,,unresolved
gene-H6G84_RS03365,0.88222513,2.32087e-07,7.14668e-07,WP_199290535.1,,hypothetical protein,,unresolved
gene-H6G84_RS03155,-0.383680698,0.011329543,0.018153017,WP_199290536.1,,LD-carboxypeptidase,,unresolved
gene-H6G84_RS02815,-1.279207031,6.10867e-11,2.77846e-10,WP_199290537.1,,phycobilisome rod-core linker polypeptide,,unresolved
gene-H6G84_RS02415,0.389454414,0.011631836,0.018581806,WP_199290538.1,,methionyl-tRNA formyltransferase,,unresolved
gene-H6G84_RS02010,-2.298455276,3e-28,5.3e-27,WP_199290539.1,,hypothetical protein,,unresolved
gene-H6G84_RS01970,-0.356556614,0.043700245,0.062140635,WP_199290540.1,,HD family phosphohydrolase,,unresolved
gene-H6G84_RS01780,1.594949979,2.92013e-14,1.82781e-13,WP_199290541.1,,50S ribosomal protein L23,,unresolved
gene-H6G84_RS01590,0.71021553,1.88873e-06,5.16318e-06,WP_199290542.1,,glutamate-5-semialdehyde dehydrogenase,,unresolved
gene-H6G84_RS01490,0.60724404,0.000347993,0.000710575,WP_199290546.1,,iron-containing alcohol dehydrogenase family protein,,unresolved
gene-H6G84_RS01485,-0.66546481,0.000744587,0.00144547,WP_199290547.1,,hypothetical protein,,unresolved
gene-H6G84_RS00630,-0.064787576,0.638129619,0.6838197,WP_199290551.1,,type IV pilus assembly protein PilM,,unresolved
gene-H6G84_RS00115,-0.599578176,0.000411025,0.000829168,WP_199290553.1,,hydrogenase maturation nickel metallochaperone HypA,,unresolved
gene-H6G84_RS04440,-0.205904025,0.207202607,0.254514344,WP_199290555.1,,hypothetical protein,,unresolved
gene-H6G84_RS04395,-0.835903022,6.41101e-06,1.65623e-05,WP_199290556.1,,hypothetical protein,,unresolved
gene-H6G84_RS04310,1.117731336,6.54102e-12,3.35055e-11,WP_199290557.1,,Fe-S cluster assembly ATPase SufC,,unresolved
gene-H6G84_RS04290,0.581130918,0.000734502,0.001426927,WP_199290558.1,,UDP-N-acetylmuramate dehydrogenase,,unresolved
gene-H6G84_RS04225,-0.131015688,0.41663273,0.471350964,WP_199290561.1,,GNAT family N-acetyltransferase,,unresolved
gene-H6G84_RS03655,-0.753118266,8.73195e-07,2.48069e-06,WP_199290568.1,,NAD(+) kinase,,unresolved
gene-H6G84_RS03650,-1.480757572,4.48438e-14,2.74912e-13,WP_199290569.1,,DUF1824 family protein,,unresolved
gene-H6G84_RS03605,0.934681997,8.36924e-08,2.71115e-07,WP_199290570.1,,TldD/PmbA family protein,,unresolved
gene-H6G84_RS03495,1.012400627,4.69857e-10,1.93654e-09,WP_199290571.1,,TIGR04168 family protein,,unresolved
gene-H6G84_RS03430,1.372575416,2.98833e-21,3.2022899999999995e-20,WP_199290572.1,,UbiX family flavin prenyltransferase,,unresolved
gene-H6G84_RS03025,-1.766979868,2.3181900000000004e-18,2.03621e-17,WP_199290577.1,,TMEM165/GDT1 family protein,,unresolved
gene-H6G84_RS02830,-0.085457764,0.576580324,0.626636385,WP_199290580.1,,glycosyltransferase,,unresolved
gene-H6G84_RS02670,-0.439981471,0.007035864,0.011642421,WP_199290582.1,,cell division protein SepF,,unresolved
gene-H6G84_RS02655,0.709248398,5.88785e-07,1.722e-06,WP_199290583.1,,lycopene cyclase family protein,,unresolved
gene-H6G84_RS02400,1.113075882,6.30927e-12,3.24425e-11,WP_199290584.1,,ribose-phosphate pyrophosphokinase,,unresolved
gene-H6G84_RS02285,0.378581758,0.021401845,0.032265359,WP_199290586.1,,N-acetylmuramoyl-L-alanine amidase,,unresolved
gene-H6G84_RS02220,0.382925094,0.025205794,0.037535476,WP_199290588.1,,tryptophan synthase subunit beta,,unresolved
gene-H6G84_RS02175,-3.607243698,6.26831e-69,1.86587e-66,WP_199290589.1,,HlyD family efflux transporter periplasmic adaptor subunit,,unresolved
gene-H6G84_RS01875,0.826509786,2.72615e-06,7.34744e-06,WP_199290594.1,,30S ribosomal protein S13,,unresolved
gene-H6G84_RS01865,0.650237894,0.000306935,0.000631067,WP_199290595.1,,adenylate kinase,,unresolved
gene-H6G84_RS01770,0.996705041,2.77673e-08,9.48835e-08,WP_199290596.1,,50S ribosomal protein L3,,unresolved
gene-H6G84_RS01655,-0.718203126,1.42809e-06,3.94826e-06,WP_199290598.1,,glutamate--cysteine ligase,,unresolved
gene-H6G84_RS01375,-0.667627203,8.88474e-06,2.25828e-05,WP_199290599.1,,glycine cleavage system aminomethyltransferase GcvT,,unresolved
gene-H6G84_RS01265,1.407149805,5.438549999999999e-20,5.416310000000001e-19,WP_199290600.1,,HD domain-containing protein,,unresolved
gene-H6G84_RS01145,-2.254137251,2.06598e-44,1.06438e-42,WP_199290602.1,,lipoyl(octanoyl) transferase LipB,,unresolved
gene-H6G84_RS13845,0.455308626,0.007523201,0.01238001,WP_199290603.1,,FKBP-type peptidyl-prolyl cis-trans isomerase,,unresolved
gene-H6G84_RS01040,-0.692295995,0.000456177,0.000912695,WP_199290604.1,,dipeptide epimerase,,unresolved
gene-H6G84_RS01030,0.787320203,9.44698e-08,3.04188e-07,WP_199290605.1,,D-alanine--D-alanine ligase,,unresolved
gene-H6G84_RS01010,-0.013351357,0.966094005,0.972069058,WP_199290606.1,,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,,unresolved
gene-H6G84_RS00900,-1.03360878,7.85005e-13,4.33614e-12,WP_199290607.1,,F420-0:Gamma-glutamyl ligase,,unresolved
gene-H6G84_RS00755,0.268633795,0.053592949,0.074856887,WP_199290609.1,,MotA/TolQ/ExbB proton channel family protein,,unresolved
gene-H6G84_RS00560,0.398791261,0.075075376,0.102302611,WP_199290614.1,,response regulator transcription factor,,unresolved
gene-H6G84_RS00390,-3.045608496,6.8817e-20,6.77797e-19,WP_199290617.1,,hypothetical protein,,unresolved
gene-H6G84_RS00080,-0.410461573,0.044953806,0.06382154,WP_199290619.1,,GNAT family N-acetyltransferase,,unresolved
gene-H6G84_RS00060,0.614271035,4.94038e-05,0.00011351,WP_199290620.1,,acetyl-CoA carboxylase biotin carboxyl carrier protein,,unresolved
gene-H6G84_RS00045,0.591306699,6.53627e-05,0.000147769,WP_199290621.1,,thiamine-phosphate kinase,,unresolved
gene-H6G84_RS00030,-0.189328614,0.225291618,0.274219102,WP_199290622.1,,tyrosine--tRNA ligase,,unresolved
gene-H6G84_RS08160,-0.145028076,0.363389977,0.418179445,WP_199290623.1,,DUF6523 family protein,,unresolved
gene-H6G84_RS08400,-1.006458709,5.18189e-06,1.35569e-05,WP_199290626.1,,zinc ABC transporter substrate-binding protein,,unresolved
gene-H6G84_RS09905,0.474344785,0.00398722,0.006906442,WP_199290628.1,,hypothetical protein,,unresolved
gene-H6G84_RS08255,0.852393164,2.33657e-05,5.60902e-05,WP_199290632.1,,NADH-quinone oxidoreductase subunit J,,unresolved
gene-H6G84_RS08360,0.087707029,0.585686004,0.634730099,WP_199290633.1,,DEAD/DEAH box helicase,,unresolved
gene-H6G84_RS08390,-0.201507742,0.277518877,0.329699811,WP_199290634.1,,metal ABC transporter permease,,unresolved
gene-H6G84_RS08430,-1.222901834,2.73405e-16,2.05745e-15,WP_199290636.1,,LysR family transcriptional regulator,,unresolved
gene-H6G84_RS08635,-0.501359752,0.00351391,0.006124766,WP_199290637.1,,magnesium transporter,,unresolved
gene-H6G84_RS08835,0.827779745,6.0332e-07,1.7578e-06,WP_199290639.1,,prolipoprotein diacylglyceryl transferase,,unresolved
gene-H6G84_RS08900,0.982129378,4.63814e-10,1.91457e-09,WP_199290641.1,,circadian clock protein KaiA,,unresolved
gene-H6G84_RS08945,0.25443406,0.150152654,0.191006154,WP_199290642.1,,DUF4160 domain-containing protein,,unresolved
gene-H6G84_RS09085,1.626324365,4.70147e-22,5.45248e-21,WP_199290645.1,,NAD(P)H-quinone oxidoreductase subunit J,,unresolved
gene-H6G84_RS09165,-0.640742954,0.004862143,0.008275528,WP_199290646.1,,recombinase family protein,,unresolved
gene-H6G84_RS09310,-0.58310802,0.003278804,0.005735356,WP_199290648.1,,FAD-dependent oxidoreductase,,unresolved
gene-H6G84_RS09405,-0.277364716,0.163345838,0.205351244,WP_199290651.1,,ribonuclease R,,unresolved
gene-H6G84_RS09445,1.176178551,2.5016e-11,1.19037e-10,WP_199290652.1,,phosphoglycerate kinase,,unresolved
gene-H6G84_RS09470,0.776434032,1.53593e-06,4.23328e-06,WP_199290653.1,,serine/threonine protein kinase,,unresolved
gene-H6G84_RS09670,0.354190211,0.023540442,0.035251713,WP_199290657.1,,bifunctional nuclease family protein,,unresolved
gene-H6G84_RS09865,0.103999257,0.668978294,0.710905533,WP_199290659.1,,circularly permuted type 2 ATP-grasp protein,,unresolved
gene-H6G84_RS09925,-0.251340755,0.107781201,0.14092037,WP_199290660.1,,4-alpha-glucanotransferase,,unresolved
gene-H6G84_RS10225,-0.187033713,0.284716448,0.336906079,WP_199290662.1,,ABC transporter ATP-binding protein,,unresolved
gene-H6G84_RS10255,0.688497865,1.38307e-06,3.83168e-06,WP_199290663.1,,folate-binding protein YgfZ,,unresolved
gene-H6G84_RS10310,-0.501891197,0.001401438,0.002603642,WP_199290664.1,,aspartate aminotransferase family protein,,unresolved
gene-H6G84_RS10365,0.986617406,3.21e-11,1.50279e-10,WP_199290665.1,,lipid-A-disaccharide synthase,,unresolved
gene-H6G84_RS10370,-0.189905406,0.214637975,0.262924158,WP_199290666.1,,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,,unresolved
gene-H6G84_RS10415,0.213910562,0.21445975,0.262826016,WP_199290667.1,,tRNA glutamyl-Q(34) synthetase GluQRS,,unresolved
gene-H6G84_RS10570,-1.22733514,5.27933e-12,2.74095e-11,WP_199290670.1,,shikimate kinase,,unresolved
gene-H6G84_RS07820,0.450951941,0.001684615,0.003093272,WP_199290672.1,,RNA metabolism,,unresolved
gene-H6G84_RS07455,0.572417728,0.000134278,0.000290106,WP_199290673.1,,aminopeptidase P N-terminal domain-containing protein,,unresolved
gene-H6G84_RS07145,-0.823677659,4.42844e-08,1.48669e-07,WP_199290675.1,,hypothetical protein,,unresolved
gene-H6G84_RS07045,-0.259254546,0.182216552,0.2265235,WP_199290676.1,,DUF3134 domain-containing protein,,unresolved
gene-H6G84_RS06195,-0.554219031,0.000130868,0.000283196,WP_199290679.1,,TlyA family RNA methyltransferase,,unresolved
gene-H6G84_RS06040,-1.995094923,9.87587e-36,3.0065300000000003e-34,WP_199290680.1,,DUF3611 family protein,,unresolved
gene-H6G84_RS07990,1.071964555,3.1687e-11,1.48668e-10,WP_199290681.1,,inositol monophosphatase,,unresolved
gene-H6G84_RS07885,-3.120301369,1.54638e-39,5.91823e-38,WP_199290682.1,,cytochrome c oxidase subunit II,,unresolved
gene-H6G84_RS07835,-0.726787705,1.37538e-06,3.81433e-06,WP_199290683.1,,threonine synthase,,unresolved
gene-H6G84_RS07755,-1.716321158,4.42439e-15,2.97066e-14,WP_199290685.1,,Fe2+-dependent dioxygenase,,unresolved
gene-H6G84_RS07750,-1.767602284,5.96641e-14,3.60813e-13,WP_199290686.1,,hypothetical protein,,unresolved
gene-H6G84_RS07725,0.297835718,0.042900805,0.061133648,WP_199290687.1,,hypothetical protein,,unresolved
gene-H6G84_RS07600,-0.493946709,0.008986935,0.014644769,WP_199290689.1,,tetratricopeptide repeat protein,,unresolved
gene-H6G84_RS07425,0.418775818,0.01808708,0.027752169,WP_199290692.1,,RNA-binding S4 domain-containing protein,,unresolved
gene-H6G84_RS07265,-0.12833722,0.396838089,0.451626695,WP_199290695.1,,Hsp70 family protein,,unresolved
gene-H6G84_RS07260,0.278612263,0.175589275,0.219404696,WP_199290696.1,,deoxyribodipyrimidine photo-lyase%2C 8-HDF type,,unresolved
gene-H6G84_RS07225,0.408172242,0.013411766,0.021110529,WP_199290697.1,,nitrate/nitrite transporter NrtS,,unresolved
gene-H6G84_RS07150,0.045007606,0.769240126,0.802489991,WP_199290698.1,,FAD-dependent oxidoreductase,,unresolved
gene-H6G84_RS07115,-0.816500235,5.26729e-06,1.37669e-05,WP_199290700.1,,biosynthetic-type acetolactate synthase large subunit,,unresolved
gene-H6G84_RS07050,0.184436534,0.274211017,0.326203958,WP_199290701.1,,phospho-N-acetylmuramoyl-pentapeptide-transferase,,unresolved
gene-H6G84_RS06980,1.407077537,7.56932e-19,6.8973500000000005e-18,WP_199290702.1,,asparaginase,,unresolved
gene-H6G84_RS06905,-1.099219717,2.43474e-11,1.16062e-10,WP_199290704.1,,DUF4435 domain-containing protein,,unresolved
gene-H6G84_RS06665,-0.371774168,0.006162226,0.01032433,WP_199290706.1,,aminoacyl-tRNA hydrolase,,unresolved
gene-H6G84_RS06385,0.717186063,2.70972e-05,6.46424e-05,WP_199290709.1,,serine hydroxymethyltransferase,,unresolved
gene-H6G84_RS06345,0.322512029,0.049422675,0.069539573,WP_199290711.1,,quinone-dependent dihydroorotate dehydrogenase,,unresolved
gene-H6G84_RS06330,-0.502623364,0.001180813,0.002224612,WP_199290712.1,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,,unresolved
gene-H6G84_RS06190,0.107575888,0.492172833,0.546201747,WP_199290714.1,,UDP-glucose 4-epimerase GalE,,unresolved
gene-H6G84_RS05840,0.243220211,0.099548284,0.131374312,WP_199290721.1,,YvcK family protein,,unresolved
gene-H6G84_RS05770,-0.223951126,0.115570312,0.149698624,WP_199290724.1,,aminodeoxychorismate/anthranilate synthase component II,,unresolved
gene-H6G84_RS05760,0.188065362,0.294996605,0.347688475,WP_199290725.1,,rRNA maturation RNase YbeY,,unresolved
gene-H6G84_RS11010,-0.223587065,0.326231713,0.379823885,WP_199290729.1,,cation:proton antiporter subunit C,,unresolved
gene-H6G84_RS11850,0.022480901,0.916597069,0.92873054,WP_199290730.1,,adenylate kinase,,unresolved
gene-H6G84_RS11620,0.200619521,0.165352144,0.207775983,WP_199290731.1,,chloride channel protein,,unresolved
gene-H6G84_RS11600,0.471737313,0.005664836,0.009532724,WP_199290733.1,,peptidoglycan recognition protein family protein,,unresolved
gene-H6G84_RS11490,-0.985543023,1.04415e-07,3.34603e-07,WP_199290734.1,,TerB family tellurite resistance protein,,unresolved
gene-H6G84_RS11480,0.338216587,0.30225087,0.355300606,WP_199290735.1,,hypothetical protein,,unresolved
gene-H6G84_RS11410,0.924770773,4.62317e-07,1.37159e-06,WP_199290736.1,,photosystem II biogenesis protein Psp29,,unresolved
gene-H6G84_RS11375,-0.774849923,6.17992e-06,1.60271e-05,WP_199290737.1,,acetamidase/formamidase family protein,,unresolved
gene-H6G84_RS11220,-0.285698997,0.091755126,0.122112261,WP_199290739.1,,pseudouridine synthase,,unresolved
gene-H6G84_RS11215,-0.361284174,0.009010444,0.014674152,WP_199290740.1,,1-deoxy-D-xylulose-5-phosphate reductoisomerase,,unresolved
gene-H6G84_RS11015,-0.690607861,0.004732077,0.008069531,WP_199290742.1,,sodium-dependent bicarbonate transport family permease,,unresolved
gene-H6G84_RS10965,-2.540781543,1.96974e-38,7.22868e-37,WP_199290743.1,,Rrf2 family transcriptional regulator,,unresolved
