 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_0461,fhlA,11.2,8.1,2.4,0.73,0.22,0.3,Sigma54 specific transcriptional regulator for lateral flagellar biosynthesis FhlA,Regulatory functions,DNA interactions,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0462,fliE,11.2,9.5,0.0,0.85,0.01,0.01,lateral flagellar hook-basal body complex subunit FliE,Cellular processes,Motility,Flagellar motility (Swarming),Periplasm,,,,unresolved
SputW3181_0464,fliG,36.3,27.0,13.6,0.74,0.38,0.5,lateral flagellar motor switch protein FliG,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0466,fliI,14.9,12.2,4.8,0.82,0.32,0.4,lateral flagellum-specific ATP synthase FliI,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0468,flgN,21.4,23.0,7.2,1.07,0.34,0.31,lateral flagellar biosysnthesis chaperone for FlgK and FlgL FlgN,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0469,flgM,30.7,25.7,0.0,0.84,0.0,0.0,lateral flagellar biosynthesis anti-sigma factor FlgM,Regulatory functions,Protein interactions,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0473,flgD,0.9,2.7,20.0,2.9,21.51,7.41,lateral flagellar hook capping protein FlgD,Cell envelope,Surface structures,Flagellar motility (Swarming),Surface structure,,,,unresolved
SputW3181_0475,flgF,5.6,4.1,8.8,0.73,1.58,2.17,lateral flagellar component of cell-proximal portion of basal-body rod FlgF,Transport and binding proteins,Secretion systems,Flagellar motility (Swarming),Periplasm,,,,unresolved
SputW3181_0481,flgL,11.2,6.8,14.4,0.6,1.29,2.13,lateral flagellar hook-associated protein FlgL,Transport and binding proteins,Secretion systems,T3bSS - swarming flagella,surface structure,,,,unresolved
SputW3181_0484,flaA,22.3,16.2,0.0,0.73,0.01,0.01,lateral flagellin protein FlaA,Cell envelope,Surface structures,Flagellar motility (Swarming),Surface structure,,,,unresolved
SputW3181_0487,,24.2,28.4,10.4,1.17,0.43,0.37,lateral flagellar conserved hypothetical protein,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0491,motA,10.2,12.2,0.0,1.19,0.01,0.01,lateral flagellar motor rotation protein MotA,Cellular processes,Motility,Flagellar motility (Swarming),Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_0492,motB,8.4,8.1,3.2,0.97,0.38,0.4,lateral flagellar motor rotation protein MotB,Cellular processes,Motility,Flagellar motility (Swarming),Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0495,fis,34.4,66.2,225.0,1.92,6.54,3.4,global transcriptional activator Fis,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0497,prmA,16.7,13.5,34.4,0.81,2.06,2.55,ribosomal protein L11 methyltransferase PrmA,Protein synthesis,Ribosomal proteins: synthesis and modification,,Cytoplasm,,,,unresolved
SputW3181_0498,frdC,34.4,55.4,23.2,1.61,0.67,0.42,quinol:fumarate reductase menaquinol-oxidizing subunit FrdC,Energy metabolism,Electron transport,quinol:fumarate reductase,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_0506,trxA,675.5,925.2,347.5,1.37,0.51,0.38,thioredoxin 1 TrxA,Energy metabolism,Electron transport,DsbC-DsbD disulfide-isomerzing reductive system,Cytoplasm,,,,unresolved
SputW3181_0510,mutT,43.7,27.0,8.0,0.62,0.18,0.3,"7,8-dihydro-8-oxoguanine-triphosphatase MutT",DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,,,unresolved
SputW3181_0515,pilC,22.3,39.2,10.4,1.75,0.47,0.27,type IV pilus inner membrane protein PilC,Transport and binding proteins,Secretion systems,Type 2b secretion systems,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_0516,pilB,7.4,32.4,13.6,4.35,1.83,0.42,type IV pilus assembly ATPase PilB,Transport and binding proteins,Secretion systems,T2bSS,Cytoplasm,,,,unresolved
SputW3181_0522,nadC,27.9,18.9,46.4,0.68,1.66,2.46,nicotinate-nucleotide pyrophosphorylase NadC,"Biosynthesis of cofactors, prosthetic groups, and carriers",Pyridine nucleotides,NAD and NADP biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_0527,aceF,448.5,475.5,148.9,1.06,0.33,0.31,dihydrolipoamide acetyltransferase AceF,Energy metabolism,Pyruvate dehydrogenase,Pyruvate metabolism,Cytoplasm,PdhR,,,unresolved
SputW3181_0531,pepO,58.6,44.6,137.7,0.76,2.35,3.09,cell surface zinc endopeptidase PepO,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_0532,,48.4,40.5,10.4,0.84,0.22,0.26,putative periplasmic protein of unknown function DUF2845,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_0533,yniC,18.6,8.1,25.6,0.44,1.38,3.16,2-deoxyglucose-6-phosphate hydrolase YniC,DNA metabolism,"DNA replication, recombination, and repair",2-phosphoglycolate salvage,Cytoplasm,Crp,,,unresolved
SputW3181_0542,purH,38.1,40.5,151.3,1.06,3.97,3.73,bifunctional IMP cyclohydrolase/phosphoribosylaminoimidazolecarboxamide formyltransferase PurH,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,Purine biosynthesis,Cytoplasm,Crp,,,unresolved
SputW3181_0545,,4.7,17.6,38.4,3.77,8.26,2.19,putative negative regulator of univalent cation permeability,Regulatory functions,DNA interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0546,,6.5,2.7,12.8,0.41,1.97,4.74,iron-regulated inner membrane protein,Unknown function,General,Iron homeostasis,Inner Membrane (3 transmembrane spans),Fur,,,unresolved
SputW3181_0547,,9.3,5.4,23.2,0.58,2.5,4.3,iron-regulated inner membrane protein,Unknown function,General,Iron homeostasis,Inner Membrane (3 transmembrane spans),Fur,,,unresolved
SputW3181_0548,,7.4,5.4,12.0,0.73,1.61,2.22,iron-regulated inner membrane protein,Unknown function,General,Iron homeostasis,Inner Membrane (8 transmembrane spans),Fur,,,unresolved
SputW3181_0551,trxC,7.4,17.6,0.0,2.36,0.02,0.01,thioredoxin 2 TrxC,Energy metabolism,Electron transport,,Cytoplasm,,,,unresolved
SputW3181_0554,,19.5,27.0,0.0,1.38,0.01,0.0,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0560,,36.3,33.8,79.3,0.93,2.18,2.35,protein of unknown function DUF1850,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0562,,54.9,62.1,168.9,1.13,3.08,2.72,TRAP-type uptake system substrate-binding component,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_0563,,1415.2,2989.1,281.8,2.11,0.2,0.09,conserved lysine rich protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0564,,10.2,10.8,4.0,1.06,0.39,0.37,putative ATPase DUF853 family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0565,,58.6,48.6,7.2,0.83,0.12,0.15,NUDIX family hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0567,,11.2,21.6,6.4,1.94,0.57,0.3,penicillin binding protein family 1A,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Peptidoglycan Biosynthesis,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_0570,,23.3,28.4,6.4,1.22,0.28,0.23,FMN-dependent nitronate monooxygenase,Energy metabolism,Nitrogen metabolism,Nitroalkane assimilation,Cytoplasm,,,,unresolved
SputW3181_0575,sirF,0.9,0.0,16.0,0.13,17.21,130.2,cytochrome c maturation system haem lyase subunit SirF,Protein fate,Protein modification and repair,Cytochrome c biogenesis,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0585,,8.4,10.8,2.4,1.29,0.29,0.22,transmembrane transcriptional regulator CadC family,Regulatory functions,DNA interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0592,,13.0,10.8,4.8,0.83,0.37,0.44,oxidoreductase short-chain dehydrogenase/reductase family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0594,yaeJ,5.6,5.4,0.0,0.97,0.02,0.02,stop codon-independent peptidyl-tRNA hydrolyzing factor YaeJ,Protein synthesis,Translation factors,,Cytoplasm,,,,unresolved
SputW3181_0595,,34.4,45.9,140.9,1.33,4.09,3.07,protein of unknown function DUF3478,Unknown function,General,Detoxification - heavy metals ,Cytoplasm,,,,unresolved
SputW3181_0596,,94.0,128.3,49.6,1.37,0.53,0.39,DUF3012 domain-containing lipoprotein,Unknown function,General,Detoxification - heavy metals,Outer membrane lipoprotein,,,,unresolved
SputW3181_0600,,3.7,2.7,8.0,0.73,2.15,2.96,heavy metal efflux pump permease component CzcA family,Transport and binding proteins,Toxic compound efflux,Detoxification - heavy metals,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_0605,,18.6,16.2,0.0,0.87,0.01,0.01,redox-active disulfide protein 2,Protein fate,Protein folding and stabilization,Detoxificiation,Cytoplasm,,,,unresolved
SputW3181_0610,,11.2,17.6,0.0,1.57,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,Crp,,,unresolved
SputW3181_0611,,17.7,60.8,8.8,3.44,0.5,0.14,two component signal transduction system histidine kinase with CHASE and PAS sensory domains,Signal transduction,Two-component systems,,Inner Membrane (2 transmembrane spans),Crp,,,unresolved
SputW3181_0612,,26.1,83.7,15.2,3.21,0.58,0.18,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,Crp,,,unresolved
SputW3181_0613,,25.1,78.3,17.6,3.12,0.7,0.22,two component signal transduction system response regulator with diguanylate cyclase/phosphodiesterase acitivity,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_0614,rimK,35.4,32.4,14.4,0.92,0.41,0.44,ribosomal protein S6 glutaminyl transferase RimK,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,,,unresolved
SputW3181_0615,,30.7,769.9,34.4,25.07,1.12,0.04,putative outer membrane protein TIGR02001 family,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_0616,,224.2,255.3,732.6,1.14,3.27,2.87,histone-like DNA-binding protein,DNA metabolism,Chromosome-associated proteins,,Cytoplasm,,,,unresolved
SputW3181_0618,,6.5,2.7,0.0,0.41,0.02,0.05,hypothetical inner membrane protein,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_0623,,6.5,9.5,21.6,1.45,3.32,2.29,conserved protein of unknown function,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0627,fhs,14.9,13.5,4.0,0.91,0.27,0.3,formate--tetrahydrofolate ligase Fhs,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Cofactor folate (B9) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_0628,,122.8,39.2,19.2,0.32,0.16,0.49,membrane protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0629,,42.8,18.9,39.2,0.44,0.92,2.07,ABC-type zinc uptake system zinc chaperone,Cellular processes,Non-protein molecular trafficking,Metal homeostasis,Periplasm,,,,unresolved
SputW3181_0633,plsC,16.7,31.1,65.7,1.85,3.92,2.11,1-acyl-sn-glycerol-3-phosphate acyltransferase PlsC,Fatty acid and phospholipid metabolism,Biosynthesis,Phosphatidic acid biosynthesis,Inner Membrane (1 transmembrane span),FabR,,,unresolved
SputW3181_0638,,6.5,6.8,15.2,1.04,2.34,2.25,protein of unknown function of DUF3530,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_0640,,40.9,37.8,14.4,0.92,0.35,0.38,PhoH family predicted ATPase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0649,,26.1,27.0,4.0,1.04,0.15,0.15,cytoplasmic glycerophosphodiester phosphodiesterase UgpQ,Fatty acid and phospholipid metabolism,Degradation,Glycerol degradation,Cytoplasm,,,,unresolved
SputW3181_0656,yjeF,18.6,18.9,4.0,1.02,0.22,0.21,hydroxyethylthiazole kinase-related protein YjeF,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0671,,8.4,6.8,16.8,0.81,2.01,2.49,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0672,,6.5,6.8,18.4,1.04,2.83,2.73,diguanylate cyclase,Regulatory functions,Small molecule interactions,,Inner Membrane (7 transmembrane spans),,,,unresolved
SputW3181_0676,,15.8,9.5,4.0,0.6,0.25,0.42,protein of unknown function DUF1566,Unknown function,General,,Extracelllular,,,,unresolved
SputW3181_0677,,9.3,8.1,3.2,0.87,0.34,0.4,hypothetical protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_0686,,22.3,2.7,0.0,0.12,0.01,0.05,HAE1 family effllux pump MFP component,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_0698,,42.8,32.4,108.9,0.76,2.54,3.36,protein of unknown function DUF2999,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0700,glnK,15.8,402.5,50.4,25.45,3.19,0.13,regulatory protein for nitrogen assimilation GlnK,Regulatory functions,Protein interactions,Nitrogen assimilation,Cytoplasm,NtrC,,,unresolved
SputW3181_0701,,27.0,229.6,57.7,8.51,2.14,0.25,ammonium transporter channel family protein,Transport and binding proteins,Cations and iron carrying compounds,Nitrogen assimilation,Inner Membrane (11 transmembrane spans),NtrC,,,unresolved
SputW3181_0704,,37.2,27.0,133.7,0.73,3.59,4.95,conserved protein of unknown function,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0709,,12.1,17.6,0.0,1.45,0.01,0.01,phosphoglycerate mutase family protein,Unknown function,Enzymes of unknown specificity,,Periplasm,,,,unresolved
SputW3181_0710,,54.0,85.1,221.0,1.58,4.1,2.6,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0713,,26.1,89.1,0.0,3.42,0.0,0.0,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0716,fbpC,44.7,32.4,9.6,0.73,0.22,0.3,ABC-type Fe3+ uptake system ATPase component FbpC,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,Fur,,,unresolved
SputW3181_0720,,7.4,6.8,0.0,0.91,0.02,0.02,NAD dependent epimerase/dehydratase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0725,ygfA,13.0,14.9,52.0,1.14,4.0,3.5,5-formyltetrahydrofolate cyclo-ligase YgfA,Central intermediary metabolism,One-carbon metabolism,Cofactor folate (B9) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_0729,visC,48.4,31.1,8.0,0.64,0.17,0.26,FAD-dependent hydroxylase VisC,"Biosynthesis of cofactors, prosthetic groups, and carriers",Quinones,,Cytoplasm,,,,unresolved
SputW3181_0735,uvrD,2.8,8.1,0.0,2.9,0.04,0.02,DNA helicase II UvrD,DNA metabolism,"DNA replication, recombination, and repair",Stress response - DNA damage,Cytoplasm,,,,unresolved
SputW3181_0738,,3.7,5.4,19.2,1.45,5.16,3.56,polymorphic toxin system immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_0739,,29.8,56.7,294.7,1.91,9.9,5.19,protein of unknown function DUF3297,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0740,rrf,9.3,14.9,0.0,1.6,0.01,0.01,ribosome recycling factor Rrf,Protein synthesis,Ribosomal proteins: synthesis and modification,,Cytoplasm,,,,unresolved
SputW3181_0743,,7.4,10.8,4.0,1.45,0.54,0.37,methyl accepting sensory transducer with Cache_2 small molecule binding domain,Signal transduction,Taxis,Chemotaxis,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_0745,,5.6,4.1,0.0,0.73,0.02,0.03,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_0746,,2.8,2.7,9.6,0.97,3.44,3.56,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0747,,9.3,14.9,0.0,1.6,0.01,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0749,,8.4,9.5,0.0,1.13,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0753,,71.6,59.4,28.0,0.83,0.39,0.47,protein of unknown function DUF985,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0756,,7.4,5.4,1.6,0.73,0.22,0.3,MATE family multidrug and toxin efflux protein,Transport and binding proteins,Toxic compound efflux,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_0757,,19.5,18.9,5.6,0.97,0.29,0.3,protein of unknown function DUF4274,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0759,phoD,2.8,2.7,9.6,0.97,3.44,3.56,Ca(2+)-dependent phospholipase PhoD,Central intermediary metabolism,Phosphorus compounds,Phosphate assimilation,Inner Membrane Lipoprotein,,,,unresolved
SputW3181_0760,,12.1,18.9,0.0,1.56,0.01,0.01,hypoxanthine-guanine phosphoribosyltransferase,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleotide and nucleoside interconversions,,Cytoplasm,,,,unresolved
SputW3181_0763,azu,238.2,131.0,433.2,0.55,1.82,3.31,periplasmic azurin Azu,Energy metabolism,Electron transport,,Periplasm,,,,unresolved
SputW3181_0765,rihA,6.5,6.8,17.6,1.04,2.7,2.61,pyrimidine-specific ribonucleoside hydrolase RihA,"Purines, pyrimidines, nucleosides, and nucleotides",Salvage of nucleosides and nucleotides,,Cytoplasm,,,,unresolved
SputW3181_0768,,27.9,156.7,37.6,5.61,1.35,0.24,conserved hypothetical protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_0770,metR,189.8,5.4,11.2,0.03,0.06,2.07,homocysteine-dependent transcriptional activator of methionine biosynthesis MetR,Regulatory functions,DNA interactions,Methionine biosynthesis,Cytoplasm,MetJ and MetR,,,unresolved
SputW3181_0771,metE,94.0,5.4,13.6,0.06,0.14,2.52,B12-independent 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase MetE,Amino acid biosynthesis,Aspartate family,Methionine biosynthesis,Cytoplasm,MetJ and MetR,,,unresolved
SputW3181_0777,,4.7,4.1,0.0,0.87,0.03,0.03,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0779,rsmC,3.7,4.1,12.8,1.09,3.44,3.16,16S rRNA (guanine1207-N2)-methyltransferase RsmC,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_0782,rsmE,37.2,32.4,75.3,0.87,2.02,2.32,16S rRNA (uracil1498-N3)-methyltransferase RsmE,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_0783,endA,14.0,13.5,30.4,0.97,2.18,2.25,endonuclease I EndA,DNA metabolism,Degradation of DNA,DNA degradation,Periplasm,,,,unresolved
SputW3181_0786,blaA,20.5,6.8,109.7,0.33,5.36,16.24,class D carbapenem-hydrolyzing beta-lactamase BlaA,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Peptidoglycan biosynthesis,Periplasm,,,,unresolved
SputW3181_0789,,652.3,798.3,2025.8,1.22,3.11,2.54,translation elongation factor G FusA-like,Protein synthesis,Translation factors,,Cytoplasm,,,,unresolved
SputW3181_0790,,13.0,6.8,3.2,0.52,0.25,0.47,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0791,,3899.6,55.4,248.2,0.01,0.06,4.48,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0793,napH,4.7,4.1,0.0,0.87,0.03,0.03,quinol dehydrogenase ferredoxin subunit NapH,Energy metabolism,Electron transport,Nitrate and nitrite respiration,Inner Membrane (4 transmembrane spans),NarP and Crp,,,unresolved
SputW3181_0800,glyP,18.6,14.9,2.4,0.8,0.13,0.16,Na(+)-linked D-alanine glycine transporter GlyP,Transport and binding proteins,"Amino acids, peptides and amines",Glycine metabolism,Inner Membrane (11 transmembrane spans),glycine riboswitch,,,unresolved
