Synonym,Product,Expression 9313+1A3 ,Expression med 4,Expression 9313+1A3 ,Expression med 4,qValue 9313+1A3  vs med 4,fold change 9313+1A3/med4+1A3
AMHOT1A3_single_01093,peptide ABC transporter ATP-binding protein,74,49,74.01,49.01,0.81147154,1.51009998
AMHOT1A3_single_01431,transcription elongation factor GreA,73,86,73.01,86.01,0.237365262,0.848854784
AMHOT1A3_single_02716,response regulator receiver domain-containing protein,73,64,73.01,64.01,0.457219526,1.140603031
AMHOT1A3_single_01628,glycosyl transferase,73,61,73.01,61.01,0.482776867,1.196689067
AMHOT1A3_single_03897,nucleic acid-binding protein,73,59,73.01,59.01,0.483585837,1.237247924
AMHOT1A3_single_00369,gamma-glutamyltransferase,73,53,73.01,53.01,0.510649262,1.377287304
AMHOT1A3_single_01199,glycerophosphoryl diester phosphodiesterase,73,45,73.01,45.01,0.95137945,1.622083981
AMHOT1A3_single_00549,protein-L-isoaspartate O-methyltransferase,72,20,72.01,20.01,0.074723175,3.59870065
AMHOT1A3_single_00465,phosphoribosylaminoimidazole carboxylase catalytic subunit,72,112,72.01,112.01,0.087068001,0.642889028
AMHOT1A3_single_00578,PhoH family protein,72,54,72.01,54.01,0.564928325,1.333271616
AMHOT1A3_single_00757,mce family protein,72,52,72.01,52.01,0.619561382,1.384541434
AMHOT1A3_single_02977,hypothetical protein,72,50,72.01,50.01,0.664846875,1.439912018
AMHOT1A3_single_00629,diguanylate cyclase,72,31,72.01,31.01,0.959485527,2.322154144
AMHOT1A3_single_00589,ADP-ribose pyrophosphatase,72,46,72.01,46.01,0.982194591,1.565094545
AMHOT1A3_single_03369,nptA protein,71,82,71.01,82.01,0.272757425,0.865870016
AMHOT1A3_single_00207,sodium/hexose cotransport protein,71,18,71.01,18.01,0.315485213,3.94280955
AMHOT1A3_single_01261,DSBA oxidoreductase,71,67,71.01,67.01,0.424099622,1.059692583
AMHOT1A3_single_01947,hypothetical protein,71,21,71.01,21.01,0.437829448,3.379819134
AMHOT1A3_single_01837,PEP synthetase regulatory protein,71,59,71.01,59.01,0.511174542,1.203355363
AMHOT1A3_single_00226,mannose-sensitive agglutinin biogenesis protein MshE,71,36,71.01,36.01,0.743262807,1.971952235
AMHOT1A3_single_01267,membrane protein,71,34,71.01,34.01,0.752901078,2.087915319
AMHOT1A3_single_00320,LacI family transcriptional repressor,71,35,71.01,35.01,0.800411609,2.028277635
AMHOT1A3_single_01002,negative regulator of flagellin synthesis FlgM,71,39,71.01,39.01,1,1.820302487
AMHOT1A3_single_02235,RND family efflux transporter,70,78,70.01,78.01,0.287345039,0.897449045
AMHOT1A3_single_03071,peptidase dimerization,70,56,70.01,56.01,0.462232018,1.249955365
AMHOT1A3_single_03445,flagellin,70,29,70.01,29.01,0.587209394,2.413305757
AMHOT1A3_single_00275,hypothetical protein,69,136,69.01,136.01,0.022316483,0.507389163
AMHOT1A3_single_01720,fatty acid/phospholipid synthesis protein,69,89,69.01,89.01,0.227006275,0.775306145
AMHOT1A3_single_00262,hypothetical protein,69,20,69.01,20.01,0.347172197,3.448775612
AMHOT1A3_single_03053,sensor histidine kinase,69,76,69.01,76.01,0.347651559,0.907906854
AMHOT1A3_single_00177,diaminopimelate epimerase,69,66,69.01,66.01,0.435263298,1.045447659
AMHOT1A3_single_00242,amidohydrolase,69,37,69.01,37.01,1,1.864631181
AMHOT1A3_single_00402,bifunctional murein transglycosylase/transpeptidase,68,100,68.01,100.01,0.302547715,0.680031997
AMHOT1A3_single_00097,hypothetical protein,68,66,68.01,66.01,0.509856347,1.03029844
AMHOT1A3_single_00790,transketolase,68,29,68.01,29.01,0.553181,2.344364012
AMHOT1A3_single_00999,lipoprotein,68,49,68.01,49.01,0.559490184,1.387675984
AMHOT1A3_single_01907,restriction endonuclease,68,32,68.01,32.01,0.822193064,2.124648547
AMHOT1A3_single_00493,hypothetical protein,67,109,67.01,109.01,0.068445282,0.614714246
AMHOT1A3_single_01122,TonB family protein,67,84,67.01,84.01,0.21911446,0.797643138
AMHOT1A3_single_00796,transcriptional regulator,67,83,67.01,83.01,0.243957986,0.807252138
AMHOT1A3_single_01716,phosphoglycolate phosphatase,67,61,67.01,61.01,0.450545238,1.098344534
AMHOT1A3_single_00964,hypothetical protein,67,26,67.01,26.01,0.473570145,2.576316801
AMHOT1A3_single_00405,S-transferase,67,49,67.01,49.01,0.501473198,1.367271985
AMHOT1A3_single_01282,diguanylate cyclase/phosphodiesterase,67,53,67.01,53.01,0.502869112,1.264101113
AMHOT1A3_single_01278,translation initiation factor Sui1,67,55,67.01,55.01,0.505985202,1.218142156
AMHOT1A3_single_00413,argininosuccinate synthase,67,49,67.01,49.01,0.520803431,1.367271985
AMHOT1A3_single_01617,hypothetical protein,67,63,67.01,63.01,0.530701717,1.063481987
AMHOT1A3_single_00615,hypothetical protein,67,57,67.01,57.01,0.561613962,1.175407823
AMHOT1A3_single_00745,glmZ(sRNA)-inactivating NTPase,67,49,67.01,49.01,0.632565442,1.367271985
AMHOT1A3_single_00120,endoribonuclease L-PSP family protein,67,31,67.01,31.01,0.88397127,2.160915834
AMHOT1A3_single_01648,hypothetical protein,66,91,66.01,91.01,0.158866267,0.725304912
AMHOT1A3_single_02315,sensory box/GGDEF/EAL domain-containing protein,66,79,66.01,79.01,0.357675712,0.835463865
AMHOT1A3_single_01119,MotA/TolQ/ExbB proton channel,66,64,66.01,64.01,0.382280746,1.031245118
AMHOT1A3_single_01402,hypothetical protein,66,25,66.01,25.01,0.453164473,2.639344262
AMHOT1A3_single_01954,HesA/MoeB/ThiF family protein,66,51,66.01,51.01,0.494813694,1.294059988
AMHOT1A3_single_00752,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,66,57,66.01,57.01,0.566507068,1.157867041
AMHOT1A3_single_00927,FlhB,66,28,66.01,28.01,0.790373632,2.356658336
AMHOT1A3_single_00180,glycosyl transferase,65,91,65.01,91.01,0.130514224,0.714317108
AMHOT1A3_single_01432,methyl-accepting chemotaxis sensory transducer,65,68,65.01,68.01,0.337701008,0.95588884
AMHOT1A3_single_01435,hypothetical protein,65,48,65.01,48.01,0.525208729,1.354092897
AMHOT1A3_single_00773,transglutaminase,65,36,65.01,36.01,0.608694236,1.805331852
AMHOT1A3_single_01671,diguanylate cyclase,65,27,65.01,27.01,0.734583613,2.406886338
AMHOT1A3_single_01827,"oxidoreductase, FMN-binding protein",65,35,65.01,35.01,0.754599051,1.856898029
AMHOT1A3_single_01575,TetR family transcriptional regulator,64,86,64.01,86.01,0.126684842,0.744215789
AMHOT1A3_single_01437,acetate/propionate kinase,64,75,64.01,75.01,0.266286355,0.853352886
AMHOT1A3_single_00163,signal transduction protein,64,69,64.01,69.01,0.321857405,0.927546732
AMHOT1A3_single_01082,Regulatory protein RecX,64,60,64.01,60.01,0.381161287,1.066655557
AMHOT1A3_single_01910,maturase,64,50,64.01,50.01,0.51427424,1.279944011
AMHOT1A3_single_00375,RND family efflux transporter MFP subunit,64,38,64.01,38.01,0.75386792,1.684030518
AMHOT1A3_single_02389,glycosyl hydrolase,64,40,64.01,40.01,0.790619234,1.599850037
AMHOT1A3_single_00329,branched-chain amino acid aminotransferase,64,31,64.01,31.01,0.835296189,2.064172847
AMHOT1A3_single_00959,hypothetical protein,64,40,64.01,40.01,1,1.599850037
AMHOT1A3_single_01517,hypothetical protein,64,35,64.01,35.01,1,1.828334761
AMHOT1A3_single_01026,NeuA protein,64,23,64.01,23.01,1,2.781833985
AMHOT1A3_single_00333,hypothetical protein,63,105,63.01,105.01,0.0592219,0.600038092
AMHOT1A3_single_00361,hypothetical protein,63,90,63.01,90.01,0.123834286,0.70003333
AMHOT1A3_single_00306,chemotaxis-specific protein-glutamate methyltransferase,63,74,63.01,74.01,0.251177775,0.851371436
AMHOT1A3_single_01023,flagellar protein FliS,63,77,63.01,77.01,0.281067192,0.818205428
AMHOT1A3_single_01315,glyoxalase family protein,63,63,63.01,63.01,0.328568619,1
AMHOT1A3_single_01426,Propionyl CoA synthase,63,66,63.01,66.01,0.425965319,0.954552341
AMHOT1A3_single_01592,gamma-glutamyltransferase,63,24,63.01,24.01,0.483959728,2.624323199
AMHOT1A3_single_01664,enoyl-CoA hydratase/isomerase,63,44,63.01,44.01,0.571727969,1.431720064
AMHOT1A3_single_02055,RND transporter,63,24,63.01,24.01,0.606444166,2.624323199
AMHOT1A3_single_00142,Na+/H+ antiporter,63,26,63.01,26.01,0.645971003,2.422529796
AMHOT1A3_single_01154,two component LuxR family transcriptional regulator,63,34,63.01,34.01,0.754952694,1.852690385
AMHOT1A3_single_01771,RNA pseudouridine synthase family protein,63,24,63.01,24.01,0.885576097,2.624323199
AMHOT1A3_single_00452,sec-independent translocase,63,31,63.01,31.01,0.900628982,2.031925185
AMHOT1A3_single_01342,adenosylmethionine--8-amino-7-oxononanoate aminotransferase,63,39,63.01,39.01,0.921306195,1.615226865
AMHOT1A3_single_01574,xanthine dehydrogenase subunit XdhA,62,86,62.01,86.01,0.112278831,0.720962679
AMHOT1A3_single_01673,exodeoxyribonuclease I,62,88,62.01,88.01,0.129974646,0.704579025
AMHOT1A3_single_01249,Mg/Co transporter,62,64,62.01,64.01,0.346076787,0.968754882
AMHOT1A3_single_00945,capsular polysaccharide transport protein,62,54,62.01,54.01,0.437309971,1.148120718
AMHOT1A3_single_01662,hydroxymethylglutaryl-CoA lyase,62,49,62.01,49.01,0.465011118,1.265251989
AMHOT1A3_single_02038,serine/threonine protein kinase,62,50,62.01,50.01,0.492141799,1.23995201
AMHOT1A3_single_00902,sensory box/GGDEF protein,62,25,62.01,25.01,0.584842096,2.479408237
AMHOT1A3_single_01979,alpha-amylase,62,39,62.01,39.01,0.764909638,1.589592412
AMHOT1A3_single_00739,stringent starvation protein B,62,36,62.01,36.01,0.943943319,1.722021661
AMHOT1A3_single_01242,multifunctional fatty acid oxidation complex subunit alpha,61,97,61.01,97.01,0.082208039,0.628904237
AMHOT1A3_single_01390,tryptophan synthase subunit beta,61,88,61.01,88.01,0.136402351,0.69321668
AMHOT1A3_single_01396,Sua5/YciO/YrdC/YwlC family protein,61,87,61.01,87.01,0.142583368,0.701183772
AMHOT1A3_single_03802,SapC-like protein,61,13,61.01,13.01,0.15834274,4.689469639
AMHOT1A3_single_01841,twin-arginine translocation pathway signal protein,61,64,61.01,64.01,0.317268749,0.953132323
AMHOT1A3_single_00933,cytochrome c-type biogenesis protein CcmE,61,29,61.01,29.01,0.473086066,2.103067908
AMHOT1A3_single_02027,transcriptional regulator CysB,61,51,61.01,51.01,0.497891579,1.196039992
AMHOT1A3_single_03844,hypothetical protein,61,44,61.01,44.01,0.525513924,1.386275846
AMHOT1A3_single_01857,translation initiation factor IF-1,61,30,61.01,30.01,0.603580539,2.032989004
AMHOT1A3_single_01511,4-hydroxyphenylpyruvate dioxygenase,61,29,61.01,29.01,0.792008155,2.103067908
AMHOT1A3_single_00483,Na+/H+ antiporter family protein,60,92,60.01,92.01,0.097824144,0.652211716
AMHOT1A3_single_01920,hypothetical protein,60,70,60.01,70.01,0.244415185,0.857163262
AMHOT1A3_single_01578,xanthine/uracil/vitamin C permease,60,69,60.01,69.01,0.291363875,0.869584118
AMHOT1A3_single_01794,hypothetical protein,60,88,60.01,88.01,0.307796365,0.681854335
AMHOT1A3_single_00025,ribosome biogenesis GTP-binding protein YsxC,60,74,60.01,74.01,0.3967488,0.810836373
AMHOT1A3_single_01297,TolA-like protein,60,56,60.01,56.01,0.409526109,1.071415819
AMHOT1A3_single_01474,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,60,56,60.01,56.01,0.430891068,1.071415819
AMHOT1A3_single_00305,chemoreceptor glutamine deamidase CheD,60,22,60.01,22.01,0.537363705,2.72648796
AMHOT1A3_single_01762,ribosome maturation protein RimP,60,46,60.01,46.01,0.582608699,1.304281678
AMHOT1A3_single_03611,multidrug resistance ABC transporter ATP-binding protein/permease,60,37,60.01,37.01,0.59642164,1.621453661
AMHOT1A3_single_00505,hypothetical protein,60,36,60.01,36.01,0.722760701,1.666481533
AMHOT1A3_single_00510,hypothetical protein,60,33,60.01,33.01,0.882224178,1.817933959
AMHOT1A3_single_00455,Mg-dependent DNase,60,35,60.01,35.01,1,1.714081691
AMHOT1A3_single_01048,flagellar motor switch protein,59,108,59.01,108.01,0.022215707,0.546338302
AMHOT1A3_single_01192,RNA polymerase sigma-70 factor FecI,59,88,59.01,88.01,0.117260165,0.67049199
AMHOT1A3_single_00771,hypothetical protein,59,85,59.01,85.01,0.144911578,0.694153629
AMHOT1A3_single_01454,Thioesterase superfamily protein,59,58,59.01,58.01,0.355210182,1.017238407
AMHOT1A3_single_01221,asparagine synthetase B,59,52,59.01,52.01,0.406254994,1.134589502
AMHOT1A3_single_01775,response regulator receiver protein,59,40,59.01,40.01,0.601820455,1.47488128
AMHOT1A3_single_00458,guanosine pentaphosphatase,59,36,59.01,36.01,0.623165181,1.638711469
AMHOT1A3_single_01219,radical activating enzyme,59,32,59.01,32.01,0.624559103,1.84348641
AMHOT1A3_single_01134,hypothetical protein,59,30,59.01,30.01,0.697181465,1.966344552
AMHOT1A3_single_02816,diguanylate cyclase,59,26,59.01,26.01,0.845765833,2.268742791
AMHOT1A3_single_01064,ParA family protein,59,33,59.01,33.01,0.898522453,1.787640109
AMHOT1A3_single_02010,hypothetical protein,59,32,59.01,32.01,1,1.84348641
AMHOT1A3_single_00371,adenylate cyclase,58,91,58.01,91.01,0.173545039,0.637402483
AMHOT1A3_single_02266,alpha-amylase,58,52,58.01,52.01,0.412454005,1.11536243
AMHOT1A3_single_00543,hypothetical protein,58,55,58.01,55.01,0.419180836,1.054535539
AMHOT1A3_single_04109,secreted protein containing plastocyanin domain protein,58,46,58.01,46.01,0.496888131,1.260812867
AMHOT1A3_single_01828,SsrA-binding protein,58,45,58.01,45.01,0.584620621,1.288824706
AMHOT1A3_single_01276,chorismate mutase/prephenate dehydratase,58,35,58.01,35.01,0.590152744,1.656955156
AMHOT1A3_single_02559,"peptidase, M16 family protein",58,37,58.01,37.01,0.752901078,1.567414212
AMHOT1A3_single_01177,glutamate cysteine ligase,58,22,58.01,22.01,0.958422548,2.635620173
AMHOT1A3_single_01350,vitamin B12-transporter ATPase,58,30,58.01,30.01,0.99720056,1.933022326
AMHOT1A3_single_01105,maleylacetoacetate isomerase,58,30,58.01,30.01,1,1.933022326
AMHOT1A3_single_01310,hypothetical protein,58,25,58.01,25.01,1,2.319472211
AMHOT1A3_single_01683,type IV pilus assembly PilZ,57,72,57.01,72.01,0.201707256,0.791695598
AMHOT1A3_single_01627,hypothetical protein,57,73,57.01,73.01,0.23547403,0.780851938
AMHOT1A3_single_00006,flavodoxin/nitric oxide synthase,57,64,57.01,64.01,0.312604733,0.890642087
AMHOT1A3_single_00899,LrgA protein,57,57,57.01,57.01,0.382620667,1
AMHOT1A3_single_00214,carbohydrate kinase,57,44,57.01,44.01,0.485466091,1.295387412
AMHOT1A3_single_00746,nitrogen regulatory IIA protein,57,41,57.01,41.01,0.510649262,1.390148744
AMHOT1A3_single_00914,metal-dependent phosphohydrolase domain-containing protein,57,36,57.01,36.01,0.574720177,1.583171341
AMHOT1A3_single_00152,acriflavine resistance protein a,57,35,57.01,35.01,0.608545485,1.628391888
AMHOT1A3_single_00134,mannosyl-glycoprotein endo-beta-N-acetylglucosamidase,57,38,57.01,38.01,0.630838338,1.499868456
AMHOT1A3_single_01211,electron transport complex protein RnfB,57,21,57.01,21.01,0.823449779,2.713469776
AMHOT1A3_single_01942,NAD-dependent DNA ligase,56,104,56.01,104.01,0.024758743,0.538505913
AMHOT1A3_single_01895,hemerythrin,56,55,56.01,55.01,0.392607799,1.018178513
AMHOT1A3_single_01456,HxlR family transcriptional regulator,56,25,56.01,25.01,0.450283931,2.239504198
AMHOT1A3_single_00063,50S ribosomal protein L33,56,21,56.01,21.01,0.483807448,2.665873394
AMHOT1A3_single_00836,histidine utilization repressor,56,41,56.01,41.01,0.59132942,1.365764448
AMHOT1A3_single_00774,hypothetical protein,56,32,56.01,32.01,0.603580539,1.749765698
AMHOT1A3_single_02039,acyl-CoA thioesterase II,55,97,55.01,97.01,0.042172828,0.567054943
AMHOT1A3_single_00127,ABC transporter permease,55,9,55.01,9.01,0.059916964,6.105438402
AMHOT1A3_single_01834,sulfotransferase,55,91,55.01,91.01,0.077730506,0.604439073
AMHOT1A3_single_01006,flagellar basal-body rod protein FlgB,55,72,55.01,72.01,0.228634816,0.763921678
AMHOT1A3_single_00029,potassium transporter peripheral membrane component,55,59,55.01,59.01,0.314793697,0.932214879
AMHOT1A3_single_00989,Kef-type K+ transport system membrane protein,55,57,55.01,57.01,0.327015877,0.964918435
AMHOT1A3_single_00377,hypothetical protein,55,49,55.01,49.01,0.417594892,1.122423995
AMHOT1A3_single_01982,LacI family transcriptional regulator,55,42,55.01,42.01,0.483807448,1.309450131
AMHOT1A3_single_00007,tRNA modification GTPase TrmE,55,40,55.01,40.01,0.503452735,1.374906273
AMHOT1A3_single_01019,flagellin-like protein,55,24,55.01,24.01,0.505126394,2.291128696
AMHOT1A3_single_01054,Peptidase M15,55,33,55.01,33.01,0.598781176,1.666464708
AMHOT1A3_single_00537,geranylgeranyl pyrophosphate synthase,55,38,55.01,38.01,0.694469103,1.447250723
AMHOT1A3_single_01155,hypothetical protein,55,28,55.01,28.01,0.723277244,1.963941449
AMHOT1A3_single_01610,putative Exopolysaccharide biosynthesis protein,54,93,54.01,93.01,0.044513947,0.580690248
AMHOT1A3_single_00765,hypothetical protein,54,78,54.01,78.01,0.127755939,0.692347135
AMHOT1A3_single_01788,signal peptide protein,54,62,54.01,62.01,0.26701619,0.87098855
AMHOT1A3_single_00972,elongation factor Ts,54,63,54.01,63.01,0.278759007,0.857165529
AMHOT1A3_single_01685,methyltransferase,54,42,54.01,42.01,0.480005998,1.285646275
AMHOT1A3_single_01104,2-keto-4-pentenoate hydratase,54,44,54.01,44.01,0.503111026,1.227221086
AMHOT1A3_single_01389,tryptophan synthase subunit alpha,54,42,54.01,42.01,0.507939559,1.285646275
AMHOT1A3_single_00617,BolA protein,53,82,53.01,82.01,0.13428364,0.646384587
AMHOT1A3_single_01653,glycosyltransferase,53,60,53.01,60.01,0.241213406,0.883352775
AMHOT1A3_single_00241,protease,53,60,53.01,60.01,0.261230738,0.883352775
AMHOT1A3_single_01964,succinate dehydrogenase flavoprotein subunit,53,61,53.01,61.01,0.2725043,0.868873955
AMHOT1A3_single_02784,bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase,53,17,53.01,17.01,0.335976594,3.116402116
AMHOT1A3_single_01292,Holliday junction DNA helicase motor protein,53,20,53.01,20.01,0.536430871,2.649175412
AMHOT1A3_single_00327,putative multi-domain-containing protein,53,26,53.01,26.01,1,2.038062284
AMHOT1A3_single_02664,succinyl-diaminopimelate desuccinylase,53,26,53.01,26.01,1,2.038062284
AMHOT1A3_single_00373,aspartate carbamoyltransferase,52,76,52.01,76.01,0.121510897,0.684252072
AMHOT1A3_single_00366,hypothetical protein,52,73,52.01,73.01,0.134754733,0.712368169
AMHOT1A3_single_00841,BadF/BadG/BcrA/BcrD type ATPase,52,58,52.01,58.01,0.270042038,0.896569557
AMHOT1A3_single_00702,dimethyladenosine transferase,52,60,52.01,60.01,0.308725358,0.866688885
AMHOT1A3_single_00747,ribosomal subunit interface protein,52,46,52.01,46.01,0.412197179,1.130406433
AMHOT1A3_single_00893,hypothetical protein,52,14,52.01,14.01,0.58625359,3.712348323
AMHOT1A3_single_01404,hypothetical protein,52,35,52.01,35.01,0.698289121,1.48557555
AMHOT1A3_single_01415,GntP family permease,52,26,52.01,26.01,1,1.999615532
AMHOT1A3_single_01708,LysR family transcriptional regulator,51,75,51.01,75.01,0.121422139,0.680042661
AMHOT1A3_single_00032,peptide deformylase,51,69,51.01,69.01,0.171328332,0.739168236
AMHOT1A3_single_00393,DNA adenine methylase,51,58,51.01,58.01,0.315485213,0.87933115
AMHOT1A3_single_01769,30S ribosomal protein S15,51,54,51.01,54.01,0.346076787,0.944454731
AMHOT1A3_single_01049,polar flagellar assembly protein FliO,51,40,51.01,40.01,0.480844291,1.274931267
AMHOT1A3_single_01849,lysogenization regulator,51,32,51.01,32.01,0.758610167,1.593564511
AMHOT1A3_single_00575,ATP-dependent helicase HepA,51,25,51.01,25.01,1,2.039584166
AMHOT1A3_single_02024,transcriptional regulator,51,27,51.01,27.01,1,1.888559793
AMHOT1A3_single_01609,polysaccharide export periplasmic protein,50,84,50.01,84.01,0.055579631,0.595286275
AMHOT1A3_single_01472,ribose-phosphate pyrophosphokinase,50,73,50.01,73.01,0.113428468,0.684974661
